Jane ·,Traveled October 2024,5.0 star rating,"Beautiful Bali lives up to its name in every way. A wonderful insight into Bali and its culture, well off the tourist track. If you want to have a true cultural experience of Bali, this is the trip for you.",Review submitted 13 Oct 2024
Russell ·,Traveled October 2024,5.0 star rating,"This trip was a good mix of local culture, fun and interesting activities and diverse experiences. I found the activity level great and really enjoyed the places we visited. I would highly recommend it to anyone who is active and wants to get experience a culturally insightful journey with built in fun!",Review submitted 19 Oct 2024
Sheena ·,Traveled October 2024,5.0 star rating,"Book this trip! It’s a fantastic balance between the tourism attractions you want to see as well as discovering Bali on a deeper level. The trip was well organized, the accommodations were gorgeous and the group size is ideal. This trip exposes you to the traditions, values and culture of Bali, it’s incredible!",Review submitted 09 Oct 2024
Janine ·,Traveled October 2024,5.0 star rating,"Cannot recommend this trip enough to gain knowledge of Bali, its culture, people and places. Well organised trip and really into the real Bali. If you are lucky enough to get Komang as your guide you’ve hit the jackpot.",Review submitted 10 Oct 2024
Julia ·,Traveled September 2024,5.0 star rating,"Wow! A trip of a lifetime! I booked this trip as a solo traveler, never having heard of intrepid, and I can’t be more grateful that I did! The itinerary, group, tour guide, and travel ethics are 10/10. You truly get to immerse yourself in a local experience and visit the top sites of Bali! Can’t wait to book my next trip!",Review submitted 13 Oct 2024
Alex ·,Traveled September 2024,4.0 star rating,"Having done the old School public transport 18-35 intrepid 30+ years ago and now the more civilised I can say I recommend both options. Whether like me your a seasoned traveller or not, you will get a lot out of these tours",Review submitted 05 Oct 2024
Gina ·,Traveled September 2024,5.0 star rating,I throughly enjoyed my recent Intrepid Tour. I last travelled with Intrepid 30 years ago and this time was just as amazing us then. Intrepid really show you the real side of a country and how people live within it. I would highly recommend it to curious and adventurous people wanting to get off the beaten track and have a local adventure. Thanks Intrepid.,Review submitted 05 Oct 2024
Rene ·,Traveled September 2024,5.0 star rating,"The Beautiful Bali trip was an amazing trip. Daily activities were well balanced with free time/rest periods. It exposed the heart of Bali’s tradition and culture. Palguna our tour guide coordinated our trip well, was attentive, knowledgeable, funny and a heartfelt advocate for Bali. I would definitely recommend Intrepid travel. This trip was a great introduction to the authentic Bali.",Review submitted 18 Oct 2024
Lauren ·,Traveled September 2024,5.0 star rating,"Fantastic trip, great value for money and a local guide with a passion and enthusiasm for sharing their culture. Went as a solo traveller and never felt lonely in the tour. An awesome group and an awesome place!",Review submitted 05 Oct 2024
Michelle ·,Traveled September 2024,5.0 star rating,"Bali was never on my list of holiday destinations after all, most Australians have been to Bali too (like the Redgum song if you're old enough to remember?). I absolutely loved this trip! The tour has the right combination of adventure and relaxation, and a fantastic cultural experience! I highly recommend this tour to anyone such as myself that has never been to Bali!",Review submitted 02 Oct 2024
Sinead ·,Traveled September 2024,5.0 star rating,Real immersion into Bali. More than the beaches and sun. This trip gave a true experience into history of Bali local life and cultures. Stunning views and beautiful people. A truly thought out itinerary with a great tour leader. Highly recommend.,Review submitted 27 Sep 2024
Andrew ·,Traveled September 2024,5.0 star rating,Amazing trip!! Saw and experienced Lombok and Bali as close to “local” as possible. Enjoyed ourselves and learnt a lot and met people wit similar interests.,Review submitted 04 Oct 2024
PAUL ·,Traveled September 2024,5.0 star rating,Beautiful Bali highlight it is so much more than resorts. Great trip!,Review submitted 28 Sep 2024
Julie ·,Traveled September 2024,5.0 star rating,"Another wonderful trip with Intrepid. Even though Bali is small, the Beautiful Bali trip incorporated such diverse content over the week. Really.enjoyed no having long bus days, ideal for someone who would like a short but impressive tour.",Review submitted 19 Sep 2024
Debbie ·,Traveled September 2024,5.0 star rating,"The Beautiful Bali Tour gives you so much more than a holiday! Experience local village life and traditions, stay with a family, climb a mountain, snorkel in amazing coral reef with vibrant fish, in nine days you will come away touched by this island and its people.",Review submitted 26 Sep 2024
Brittany ·,Traveled September 2024,5.0 star rating,The Beautiful Bali tour exceeded my expectations! And Wayan was the best guide - he truly made the trip all the better!,Review submitted 25 Sep 2024
Steve ·,Traveled September 2024,5.0 star rating,"Highly enjoyable, informative and well thought out insight into discovering Bali, it's people and culture. Very knowledgeable guide and a fantastic small group experience.",Review submitted 26 Sep 2024
Debbie ·,Traveled September 2024,5.0 star rating,"The Beautiful Bali Tour gives you so much more than a holiday! Experience local village life and traditions, stay with a family, climb a mountain, snorkel in amazing coral reef with vibrant fish, in nine days you will come away touched by this island and its people.",Review submitted 26 Sep 2024
Leanne ·,Traveled September 2024,5.0 star rating,"A fantastic trip to discover the real Bali. We met such a lot of local people who shared their lives and knowledge with us. The trip was extremely well organised with the most amazing guide, Yan.",Review submitted 15 Sep 2024
Dawn ·,Traveled September 2024,5.0 star rating,"Get inside the real Bali with this trip that combines beach, mountains, activities and trip that bring the culture to life and let you meet Balinese people away from the tourist trail.",Review submitted 14 Sep 2024
Nita ·,Traveled September 2024,5.0 star rating,Intrepid is an excellent travel agency for it's awareness of local business and environmental development of the country.,Review submitted 14 Sep 2024
Danielle ·,Traveled September 2024,5.0 star rating,I highly recommend the Beautiful Bali trip! You get to see and experience do much with a wide range of destinations and activities. A highlight was how much we were able to interact with local families off the beaten path of the typical tourist spots. This was the best trip I’ve ever been on and can’t wait to book my next intrepid trip!,Review submitted 13 Sep 2024
CHAU ·,Traveled September 2024,5.0 star rating,The tour turned out beyond my expectations since I was a little skeptical at first joining a group tour. The itinerary was well planned and balanced. We had activities that helped us burn a few calories and rewards with laziness around the pool afterwards.,Review submitted 14 Sep 2024
Esme ·,Traveled August 2024,5.0 star rating,"Beautiful Bali was incredible. An amazing mix of the popular tourist spots and the remote places you’d never find alone. The trip was jam packed, so whilst tiring, it was so rewarding and I would not have wanted it any other way. Couldn’t recommend this trip enough!",Review submitted 08 Sep 2024
